WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
,NONE,NONE,"W,Horsfall;",EXCELLENT,MDVL,,,63055,,False,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,MDVL,,,63060,,False,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,MDVL,,,63064,,False,251
,NONE,NONE,"F,Ayanbode;",NONE,MDVL,,,71790,,,251
,NONE,NONE,"F,Ayanbode;",NONE,MDVL,,,71791,,,251
,NONE,NONE,"F,Ayanbode;",NONE,MDVL,,,71792,,,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,MDVL,,,58535,,False,251
,NONE,NONE,"H,Grossman;",EXCELLENT,MDVL,,,54430,,False,412
,NONE,NONE,"E,Stoppino;",OUTSTANDING,MDVL,,,39453,,False,414
,NONE,NONE,"R,Layton;",NONE,MDVL,,,76909,,,440
,NONE,NONE,"R,Layton;",NONE,MDVL,,,76908,,,440
,NONE,NONE,"B,Walt;",EXCELLENT,ME,,,36697,,True,170
,NONE,NONE,"B,Walt;",EXCELLENT,ME,,,36704,,True,170
,NONE,NONE,"B,Walt;",EXCELLENT,ME,,,36705,,True,170
,NONE,NONE,"H,Ji;",EXCELLENT,ME,,,36710,,True,170
,NONE,NONE,"M,Roni;",NONE,ME,,,36712,,,170
,NONE,NONE,"H,Ji;",EXCELLENT,ME,,,36714,,True,170
,NONE,NONE,"H,Ji;",EXCELLENT,ME,,,48353,,True,170
m,NONE,3.9,"M,Philpott;",NONE,ME,philpott,,36693,,,170
,NONE,NONE,"M,Philpott;",NONE,ME,,,73452,,,170
,NONE,NONE,,NONE,ME,,,10540,,,199
,NONE,NONE,"M,Philpott;",EXCELLENT,ME,,,54463,,False,199
m,NONE,3.87,"M,Philpott;",EXCELLENT,ME,philpott,,56507,,False,199
m,NONE,3.83,"M,Philpott;",EXCELLENT,ME,philpott,,40457,,False,199
j,NONE,3.34,"S,Haider;J,He;P,Patel;",NONE,ME,he,,69990,,,200
t,NONE,3.19,"T,Lee;C,Trotter;Y,Zhang;",EXCELLENT,ME,lee,,69991,,False,200
,NONE,NONE,"J,He;",NONE,ME,,,75483,,,200
,NONE,NONE,"T,Lee;",NONE,ME,,,75484,,,200
,NONE,NONE,"I,Loud;",NONE,ME,,,64686,,,270
,NONE,NONE,"K,Manthripragada;",NONE,ME,,,64687,,,270
,NONE,NONE,"C,Lee;",NONE,ME,,,64688,,,270
,NONE,NONE,"Z,Guo;",NONE,ME,,,64689,,,270
,NONE,NONE,"K,Manthripragada;",NONE,ME,,,64690,,,270
,NONE,NONE,"K,Manthripragada;",NONE,ME,,,64863,,,270
,NONE,NONE,"V,Sharma;",EXCELLENT,ME,,,64864,,True,270
,NONE,NONE,"L,Bonagiri;",NONE,ME,,,64865,,,270
,NONE,NONE,"B,Yang;",NONE,ME,,,64866,,,270
,NONE,NONE,"B,Yang;",NONE,ME,,,64867,,,270
,NONE,NONE,"B,Yang;",NONE,ME,,,64868,,,270
,NONE,NONE,"Z,Guo;",NONE,ME,,,64869,,,270
,NONE,NONE,"L,Bonagiri;",NONE,ME,,,64870,,,270
,NONE,NONE,"L,Bonagiri;",NONE,ME,,,65214,,,270
,NONE,NONE,"V,Sharma;",EXCELLENT,ME,,,65215,,True,270
,NONE,NONE,"V,Sharma;",EXCELLENT,ME,,,65216,,True,270
b,NONE,3.52,"B,Flachsbart;",NONE,ME,flachsbart,,64669,,,270
,NONE,NONE,"S,Brunson;A,Jacobi;",NONE,ME,,,69988,,,290
,NONE,NONE,,NONE,ME,,,67616,,,297
,NONE,NONE,"X,Wang;",NONE,ME,,,33324,,,310
,NONE,NONE,"G,Upadhyay;",OUTSTANDING,ME,,,33338,,True,310
,NONE,NONE,"P,Prakash;",NONE,ME,,,33343,,,310
,NONE,NONE,"S,Lee;",NONE,ME,,,33346,,,310
,NONE,NONE,"M,Haider;",NONE,ME,,,33349,,,310
,NONE,NONE,"C,Warden;",NONE,ME,,,33356,,,310
,NONE,NONE,"G,Upadhyay;",OUTSTANDING,ME,,,33367,,True,310
,NONE,NONE,"S,Lee;",NONE,ME,,,33369,,,310
,NONE,NONE,"G,Upadhyay;",OUTSTANDING,ME,,,33371,,True,310
,NONE,NONE,"M,Haider;",NONE,ME,,,33372,,,310
,NONE,NONE,"P,Prakash;",NONE,ME,,,33395,,,310
,NONE,NONE,"S,Lee;",NONE,ME,,,33396,,,310
,NONE,NONE,"S,Chun;",NONE,ME,,,33400,,,310
,NONE,NONE,"C,Warden;",NONE,ME,,,45608,,,310
,NONE,NONE,"P,Prakash;",NONE,ME,,,45632,,,310
,NONE,NONE,"C,Warden;",NONE,ME,,,60738,,,310
,NONE,NONE,"M,Haider;",NONE,ME,,,67242,,,310
,NONE,NONE,"S,Inampudi;",NONE,ME,,,67243,,,310
l,NONE,3.5,"L,Liebenberg;",EXCELLENT,ME,liebenberg,,67211,,False,310
r,NONE,3.21,"R,Ewoldt;Y,Wang;",EXCELLENT,ME,ewoldt,,33317,,False,310
,NONE,NONE,"N,Rahat;",NONE,ME,,,33405,,,320
,NONE,NONE,"J,Lucas;",NONE,ME,,,33406,,,320
,NONE,NONE,"M,Rahman;",NONE,ME,,,33407,,,320
,NONE,NONE,"A,Lad;",NONE,ME,,,33409,,,320
,NONE,NONE,"N,Chowdhury;",NONE,ME,,,33411,,,320
,NONE,NONE,"N,Chowdhury;",NONE,ME,,,36483,,,320
,NONE,NONE,"M,Rahman;",NONE,ME,,,36488,,,320
,NONE,NONE,"N,Rahat;",NONE,ME,,,36492,,,320
,NONE,NONE,"N,Rahat;",NONE,ME,,,39317,,,320
,NONE,NONE,"M,Dipto;",NONE,ME,,,41619,,,320
,NONE,NONE,"A,Lad;",NONE,ME,,,41620,,,320
,NONE,NONE,"M,Rahman;",NONE,ME,,,41679,,,320
,NONE,NONE,"N,Chowdhury;",NONE,ME,,,41680,,,320
,NONE,NONE,"A,Lad;",NONE,ME,,,69170,,,320
,NONE,NONE,"M,Dipto;",NONE,ME,,,69171,,,320
k,NONE,3.02,"K,Tang;",EXCELLENT,ME,tang,,33401,,False,320
,NONE,NONE,"S,Sinha;",NONE,ME,,,33403,,,320
,NONE,NONE,"Z,Wolfgram;",NONE,ME,,,36528,,,330
,NONE,NONE,"K,Lee;",EXCELLENT,ME,,,36540,,True,330
,NONE,NONE,"S,Subramaniyan;",NONE,ME,,,36570,,,330
,NONE,NONE,"C,Bonney;",OUTSTANDING,ME,,,36582,,True,330
,NONE,NONE,"M,Alam;",NONE,ME,,,63416,,,330
,NONE,NONE,"R,Khan;",NONE,ME,,,36594,,,330
,NONE,NONE,"M,Hamid;",EXCELLENT,ME,,,36600,,True,330
,NONE,NONE,"P,Bhala;",NONE,ME,,,36607,,,330
,NONE,NONE,"P,Ravi;",NONE,ME,,,50299,,,330
,NONE,NONE,"P,Das;",NONE,ME,,,62123,,,330
,NONE,NONE,"F,Rashid;",EXCELLENT,ME,,,36559,,True,330
b,NONE,3.31,"B,Mercer;",EXCELLENT,ME,mercer,,36512,,False,330
n,NONE,3.22,"N,Wang;",NONE,ME,wang,,36518,,,330
,NONE,NONE,"Z,He;",NONE,ME,,,36624,,,340
,NONE,NONE,"Z,He;",NONE,ME,,,36657,,,340
,NONE,NONE,"G,Colin Navarro;",EXCELLENT,ME,,,45631,,True,340
,NONE,NONE,"H,Kang;",NONE,ME,,,36627,,,340
,NONE,NONE,"A,Michaloliakos;",EXCELLENT,ME,,,36631,,True,340
,NONE,NONE,"A,Michaloliakos;",EXCELLENT,ME,,,63823,,True,340
,NONE,NONE,"Z,He;",NONE,ME,,,36637,,,340
,NONE,NONE,"H,Kang;",NONE,ME,,,77603,,,340
,NONE,NONE,"G,Colin Navarro;",EXCELLENT,ME,,,36645,,True,340
,NONE,NONE,"G,Colin Navarro;",EXCELLENT,ME,,,77604,,True,340
,NONE,NONE,"H,Kang;",NONE,ME,,,36653,,,340
,NONE,NONE,"Z,He;",NONE,ME,,,36655,,,340
,NONE,NONE,"A,Michaloliakos;",EXCELLENT,ME,,,36661,,True,340
,NONE,NONE,"A,Michaloliakos;",EXCELLENT,ME,,,63824,,True,340
,NONE,NONE,"H,Kang;",NONE,ME,,,36640,,,340
d,NONE,2.79,"D,Keivan Esfahani;",NONE,ME,keivan esfahani,,36615,,,340
w,NONE,3.42,"W,Wan;",NONE,ME,wan,,67210,,,340
,NONE,NONE,"D,Keivan Esfahani;",NONE,ME,,,36620,,,340
,NONE,NONE,"W,Wan;",NONE,ME,,,75522,,,340
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,38737,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,38739,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,38740,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,45564,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,45609,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,63468,,True,360
,NONE,NONE,"S,Kedia;",EXCELLENT,ME,,,63469,,True,360
,NONE,NONE,"S,Kedia;",EXCELLENT,ME,,,63596,,True,360
,NONE,NONE,"S,Kedia;",EXCELLENT,ME,,,66353,,True,360
,NONE,NONE,"Y,Olmez;",EXCELLENT,ME,,,66354,,True,360
c,NONE,3.53,"C,Aksland;J,Nam;",EXCELLENT,ME,aksland,,36667,,True,360
s,NONE,3.53,"H,Chang;S,Salapaka;",OUTSTANDING,ME,salapaka,,36673,,True,360
,NONE,NONE,,NONE,ME,,,67924,,,370
,NONE,NONE,"A,Tanveer;",NONE,ME,,,67927,,,370
,NONE,NONE,"A,Tanveer;",NONE,ME,,,67928,,,370
,NONE,NONE,"R,Jahedan;",NONE,ME,,,69339,,,370
,NONE,NONE,"R,Jahedan;",NONE,ME,,,69337,,,370
,NONE,NONE,"B,Flachsbart;",NONE,ME,,,32243,,,370
b,NONE,3.66,"B,Flachsbart;",NONE,ME,flachsbart,,32242,,,370
,NONE,NONE,"S,Edward;",NONE,ME,,,67926,,,370
,NONE,NONE,"A,Tanveer;",NONE,ME,,,70138,,,370
,NONE,NONE,"R,Jahedan;",NONE,ME,,,70139,,,370
,NONE,NONE,"S,Taylor;",NONE,ME,,,70140,,,370
,NONE,NONE,"S,Zhan;",NONE,ME,,,75526,,,370
b,NONE,3.52,"B,Flachsbart;",NONE,ME,flachsbart,,70136,,,370
,NONE,NONE,"B,Flachsbart;",NONE,ME,,,75527,,,370
w,NONE,3.5,"W,Chang;",NONE,ME,chang,,32244,,,371
b,NONE,3.4,"B,Mercer;",EXCELLENT,ME,mercer,,32245,,False,371
,NONE,NONE,"K,Tang;Y,Zhang;",OUTSTANDING,ME,,,54361,,True,402
,NONE,NONE,"K,Tang;Y,Zhang;",OUTSTANDING,ME,,,40450,,True,402
,NONE,NONE,"K,Stephani;",NONE,ME,,,68180,,,410
,NONE,NONE,"K,Stephani;",NONE,ME,,,70687,,,410
,NONE,NONE,"T,Saxton-Fox;",NONE,ME,,,36858,,,411
,NONE,NONE,"T,Saxton-Fox;",NONE,ME,,,62173,,,411
,NONE,NONE,"T,Saxton-Fox;",NONE,ME,,,76356,,,411
,NONE,NONE,"H,Chang;N,Glumac;",NONE,ME,,,58135,,,420
,NONE,NONE,"S,Tawfick;J,Yaacoub;",EXCELLENT,ME,,,64011,,True,430
s,NONE,3.33,"S,Tawfick;J,Yaacoub;",EXCELLENT,ME,tawfick,,30307,,True,430
,NONE,NONE,"Y,Lu;",NONE,ME,,,36926,,,445
,NONE,NONE,"Y,Lu;",NONE,ME,,,36954,,,445
,NONE,NONE,"C,Tao;",NONE,ME,,,41576,,,445
,NONE,NONE,"C,Tao;",NONE,ME,,,59291,,,445
,NONE,NONE,"N,Chakraborty;",NONE,ME,,,63485,,,445
,NONE,NONE,"K,Hong;",NONE,ME,,,69205,,,445
,NONE,NONE,"N,Chakraborty;",NONE,ME,,,70612,,,445
,NONE,NONE,"Y,Baryshnikov;",NONE,ME,,,36961,,,445
,NONE,NONE,"M,Gazzola;A,Tekinalp;",NONE,ME,,,75886,,,447
,NONE,NONE,"M,Gazzola;A,Tekinalp;",NONE,ME,,,76279,,,447
m,NONE,3.8,"M,Gazzola;A,Tekinalp;",NONE,ME,gazzola,,75885,,,447
,NONE,NONE,"K,Lu;C,Shao;",EXCELLENT,ME,,,73109,,False,453
c,NONE,3.91,"K,Lu;C,Shao;",EXCELLENT,ME,shao,,73108,,False,453
,NONE,NONE,"W,King;",NONE,ME,,,73103,,,458
w,NONE,3.63,"W,King;",NONE,ME,king,,73102,,,458
d,NONE,3.69,"D,Block;L,Shih;",EXCELLENT,ME,block,,30305,,True,461
,NONE,NONE,"D,Block;L,Shih;",EXCELLENT,ME,,,60190,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,60191,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,68244,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,68245,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,75761,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,75762,,True,461
,NONE,NONE,"L,Shih;",EXCELLENT,ME,,,75763,,True,461
,NONE,NONE,"J,Bentsman;Y,Lee;",NONE,ME,,,74507,,,462
,NONE,NONE,"J,Bentsman;Y,Lee;",NONE,ME,,,77447,,,462
,NONE,NONE,"J,Bentsman;Y,Lee;",NONE,ME,,,74506,,,462
b,NONE,3.9,"B,Johnson;",NONE,ME,johnson,,36716,,,470
,NONE,NONE,"M,Moccio;",EXCELLENT,ME,,,36723,,True,470
,NONE,NONE,"E,Ripperger;",OUTSTANDING,ME,,,36731,,True,470
,NONE,NONE,"W,Yang;",NONE,ME,,,36740,,,470
h,NONE,2.9,"H,Chew;",NONE,ME,chew,,36848,,,471
,NONE,NONE,"H,Chew;",NONE,ME,,,62977,,,471
,NONE,NONE,"H,Chew;",NONE,ME,,,41754,,,471
,NONE,NONE,"M,Focht;",NONE,ME,,,60166,,,482
,NONE,NONE,"M,Focht;",NONE,ME,,,60167,,,482
,NONE,NONE,"M,Focht;",NONE,ME,,,69036,,,482
m,NONE,3.83,"M,Focht;M,Kersh;",NONE,ME,kersh,,54416,,,482
,NONE,NONE,"M,Focht;M,Kersh;",NONE,ME,,,60170,,,482
,NONE,NONE,"G,Bahl;P,Mondal;P,Sultana;",EXCELLENT,ME,,,55927,,True,487
,NONE,NONE,"G,Bahl;P,Mondal;R,Wang;",EXCELLENT,ME,,,55926,,False,487
,NONE,NONE,"G,Bahl;P,Sultana;R,Wang;",EXCELLENT,ME,,,55928,,True,487
,NONE,NONE,"G,Bahl;",EXCELLENT,ME,,,67800,,False,487
g,NONE,3.62,"G,Bahl;",EXCELLENT,ME,bahl,,55925,,False,487
,NONE,NONE,,NONE,ME,,,10541,,,496
,NONE,NONE,,NONE,ME,,,10543,,,497
,NONE,NONE,,NONE,ME,,,58848,,,498
,NONE,NONE,,NONE,ME,,,60163,,,498
,NONE,NONE,"L,Cai;",EXCELLENT,ME,,,55932,,False,498
,NONE,NONE,"L,Cai;",EXCELLENT,ME,,,55933,,False,498
,NONE,NONE,"Y,Zhang;A,van der Zande;",OUTSTANDING,ME,,,58847,,True,498
,NONE,NONE,"Y,Zhang;A,van der Zande;",OUTSTANDING,ME,,,61221,,True,498
,NONE,NONE,"Y,Zhang;A,van der Zande;",OUTSTANDING,ME,,,41898,,True,498
,NONE,NONE,"X,Wang;H,Zou;",NONE,ME,,,30313,,,504
,NONE,NONE,"M,Brewster;",NONE,ME,,,42958,,,522
,NONE,NONE,"M,Brewster;",NONE,ME,,,77851,,,522
,NONE,NONE,"M,Brewster;",NONE,ME,,,63836,,,522
,NONE,NONE,"H,Sehitoglu;",NONE,ME,,,30320,,,530
,NONE,NONE,"E,Eraslan;D,Liberzon;",NONE,ME,,,53744,,,540
k,NONE,3.87,"K,Wise;Z,Wu;",NONE,ME,wise,,75916,,,543
,NONE,NONE,"K,Wise;Z,Wu;",NONE,ME,,,75915,,,543
,NONE,NONE,"M,Saif;",EXCELLENT,ME,,,66183,,False,586
,NONE,NONE,"D,Trinkle;",NONE,ME,,,32259,,,590
,NONE,NONE,"K,Smith;P,Sofronis;",NONE,ME,,,32257,,,590
,NONE,NONE,,NONE,ME,,,10547,,,597
,NONE,NONE,"A,Wagoner Johnson;",OUTSTANDING,ME,,,46894,,False,598
,NONE,NONE,"L,Zhang;",EXCELLENT,ME,,,40066,,False,598
,NONE,NONE,"L,Zhang;",EXCELLENT,ME,,,77751,,False,598
,NONE,NONE,"L,Zhang;",EXCELLENT,ME,,,32264,,False,598
,NONE,NONE,"S,Vanka;",NONE,ME,,,72603,,,598
,NONE,NONE,"S,Vanka;",NONE,ME,,,72541,,,598
,NONE,NONE,"M,West;",EXCELLENT,ME,,,43168,,False,598
,NONE,NONE,,NONE,ME,,,10549,,,599
,NONE,NONE,"B,Gregg;",NONE,MFST,,,73973,,,397
,NONE,NONE,"B,Gregg;",NONE,MFST,,,73974,,,450
,NONE,NONE,,NONE,MICR,,,10582,,,590
,NONE,NONE,"T,Kehl-Fie;",EXCELLENT,MICR,,,30520,,False,595
,NONE,NONE,,NONE,MICR,,,10005,,,599
,NONE,NONE,"E,Ashworth;P,Richardson;M,Stevens;",NONE,MILS,,,32542,,,101
,NONE,NONE,"E,Ashworth;P,Richardson;M,Stevens;",NONE,MILS,,,32546,,,101
,NONE,NONE,"E,Ashworth;P,Richardson;M,Stevens;",NONE,MILS,,,41854,,,101
,NONE,NONE,"E,Ashworth;J,Soderlind;",NONE,MILS,,,41855,,,101
,NONE,NONE,"E,Ashworth;P,Richardson;",NONE,MILS,,,30525,,,112
,NONE,NONE,"E,Ashworth;J,Soderlind;",NONE,MILS,,,64672,,,112
e,NONE,3.14,"E,Ashworth;",NONE,MILS,ashworth,,64675,,,120
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,32555,,,201
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,32558,,,201
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,32560,,,201
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,32564,,,201
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,30532,,,212
,NONE,NONE,"E,Ashworth;C,Boyd;",NONE,MILS,,,64673,,,212
,NONE,NONE,"E,Ashworth;J,Kuhn;",NONE,MILS,,,32566,,,301
,NONE,NONE,"E,Ashworth;J,Kuhn;",NONE,MILS,,,32567,,,301
,NONE,NONE,"E,Ashworth;J,Kuhn;",NONE,MILS,,,32569,,,301
,NONE,NONE,"E,Ashworth;J,Kuhn;",NONE,MILS,,,30540,,,312
,NONE,NONE,"E,Ashworth;J,Kuhn;",NONE,MILS,,,64674,,,312
,NONE,NONE,"E,Ashworth;D,Johnson;",NONE,MILS,,,32575,,,322
,NONE,NONE,"E,Ashworth;D,Johnson;",NONE,MILS,,,32584,,,322
,NONE,NONE,"E,Ashworth;C,Boyd;D,Johnson;J,Kuhn;P,Richardson;",NONE,MILS,,,30549,,,325
,NONE,NONE,"E,Ashworth;D,Johnson;",NONE,MILS,,,32570,,,341
,NONE,NONE,"E,Ashworth;D,Johnson;",NONE,MILS,,,32572,,,341
,NONE,NONE,"E,Ashworth;D,Johnson;",NONE,MILS,,,32573,,,341
,NONE,NONE,,NONE,MIP,,,10166,,,590
,NONE,NONE,"E,Bolton;D,Llano;",EXCELLENT,MIP,,,32811,,False,595
,NONE,NONE,,NONE,MIP,,,10168,,,599
,NONE,NONE,"M,Goodman;",NONE,MSE,,,39568,,,101
,NONE,NONE,"M,Goodman;",NONE,MSE,,,39569,,,101
m,NONE,2.89,"M,Goodman;",NONE,MSE,goodman,,30427,,,101
p,NONE,3.14,"Q,Ai;F,Andrade Chavez;P,Huang;",EXCELLENT,MSE,huang,,30429,,True,182
,NONE,NONE,,NONE,MSE,,,10557,,,199
n,NONE,3.28,"N,Perry;M,Surana;",NONE,MSE,perry,,30431,,,201
m,NONE,2.79,"C,Huang;L,Keating;H,Pichman;M,Shim;",NONE,MSE,shim,,30432,,,280
,NONE,NONE,"A,Aguero;V,Srikumar;J,TerBush;",OUTSTANDING,MSE,,,32973,,False,307
,NONE,NONE,"J,Chen;N,K R T Vivagandan;J,TerBush;W,Zhang;Z,Zhao;",EXCELLENT,MSE,,,32332,,True,307
,NONE,NONE,"A,Aguero;V,Srikumar;J,TerBush;",OUTSTANDING,MSE,,,32401,,False,307
,NONE,NONE,"M,Almulhim;S,Endres;K,Martin;J,TerBush;W,Zhang;",EXCELLENT,MSE,,,51976,,True,307
,NONE,NONE,"J,Chen;S,Endres;N,K R T Vivagandan;J,TerBush;Z,Zhao;",OUTSTANDING,MSE,,,58741,,False,307
j,NONE,3.62,"J,TerBush;",OUTSTANDING,MSE,terbush,,32409,,False,307
n,NONE,3.95,"N,Sottos;",NONE,MSE,sottos,,63621,,,396
,NONE,NONE,"N,Sottos;",NONE,MSE,,,64410,,,396
,NONE,NONE,,NONE,MSE,,,10559,,,397
m,NONE,3.96,"M,Goodman;",NONE,MSE,goodman,,61663,,,398
d,NONE,3.12,"D,Cahill;P,Kung;-,Mukundan Anugrahaprada;",EXCELLENT,MSE,cahill,,38343,,True,401
d,NONE,3.08,"Z,Riedel;D,Shoemaker;",NONE,MSE,shoemaker,,30434,,,403
,NONE,NONE,"L,Nagel;Z,Riedel;",NONE,MSE,,,66885,,,404
,NONE,NONE,"A,Schleife;",NONE,MSE,,,66897,,,404
,NONE,NONE,"A,Schleife;",NONE,MSE,,,66895,,,404
,NONE,NONE,"N,Gabrielson;J,Li;",NONE,MSE,,,66886,,,404
,NONE,NONE,"N,Gabrielson;J,Li;",NONE,MSE,,,66889,,,404
,NONE,NONE,"N,Gabrielson;J,Li;",NONE,MSE,,,66890,,,404
,NONE,NONE,"N,Gabrielson;",NONE,MSE,,,66898,,,404
,NONE,NONE,"N,Gabrielson;J,Li;",NONE,MSE,,,66899,,,404
,NONE,NONE,"N,Gabrielson;J,Li;",NONE,MSE,,,66900,,,404
,NONE,NONE,"J,Zuo;",NONE,MSE,,,66901,,,404
,NONE,NONE,"J,Zuo;",NONE,MSE,,,66902,,,404
,NONE,NONE,"R,Busch;K,Yin;J,Zuo;",NONE,MSE,,,66891,,,404
,NONE,NONE,"R,Busch;K,Yin;J,Zuo;",NONE,MSE,,,66892,,,404
m,NONE,3.66,"M,Charpagne;",EXCELLENT,MSE,charpagne,,42990,,False,406
,NONE,NONE,"C,Bean;M,Charpagne;N,Shah;",EXCELLENT,MSE,,,63203,,False,406
,NONE,NONE,"C,Bean;M,Charpagne;N,Shah;",EXCELLENT,MSE,,,63204,,False,406
,NONE,NONE,"C,Bean;M,Charpagne;N,Shah;",EXCELLENT,MSE,,,63205,,False,406
,NONE,NONE,"W,Kriven;",NONE,MSE,,,30436,,,421
,NONE,NONE,"W,Kriven;",NONE,MSE,,,46510,,,421
,NONE,NONE,"J,Krogstad;",NONE,MSE,,,30439,,,440
j,NONE,3.79,"j,Stinville;",NONE,MSE,stinville,,45664,,,443
h,NONE,3.58,"J,Han;Y,Liu;H,Wang;",NONE,MSE,wang,,38339,,,457
,NONE,NONE,"J,Han;Y,Liu;H,Wang;",NONE,MSE,,,61140,,,457
,NONE,NONE,"A,Hoffmann;",NONE,MSE,,,77808,,,464
,NONE,NONE,"A,Hoffmann;",NONE,MSE,,,77809,,,464
c,NONE,3.71,"C,Leal;Z,Tan;",NONE,MSE,leal,,30451,,,470
a,NONE,3.42,"M,Alramadhan;N,Kambar;A,Statt;",NONE,MSE,statt,,30457,,,480
,NONE,NONE,"M,Alramadhan;N,Kambar;A,Statt;",NONE,MSE,,,46512,,,480
,NONE,NONE,"L,Wagner;",NONE,MSE,,,64701,,,485
,NONE,NONE,"L,Wagner;",NONE,MSE,,,64704,,,485
q,NONE,3.37,"Q,Cao;B,Lam;",NONE,MSE,cao,,73210,,,488
,NONE,NONE,"Q,Cao;B,Lam;",NONE,MSE,,,73213,,,488
j,NONE,3.53,"J,Abelson;S,Chordia;",NONE,MSE,abelson,,57708,,,489
,NONE,NONE,"J,Abelson;S,Chordia;",NONE,MSE,,,57711,,,489
,NONE,NONE,"N,Gabrielson;",NONE,MSE,,,71919,,,492
,NONE,NONE,,NONE,MSE,,,10601,,,497
,NONE,NONE,,NONE,MSE,,,10561,,,499
k,NONE,3.5,"K,Schweizer;",EXCELLENT,MSE,schweizer,,30462,,False,500
,NONE,NONE,"P,Bellon;",NONE,MSE,,,77366,,,501
,NONE,NONE,"M,Shim;j,Stinville;",NONE,MSE,,,30465,,,529
,NONE,NONE,"A,Statt;H,Wang;",NONE,MSE,,,30482,,,559
y,NONE,3.86,"Y,Zhang;",NONE,MSE,zhang,,46811,,,582
,NONE,NONE,"D,Trinkle;",NONE,MSE,,,30484,,,584
,NONE,NONE,,NONE,MSE,,,10568,,,590
,NONE,NONE,"A,Wright;",NONE,MSE,,,23706,,,590
,NONE,NONE,"D,Trinkle;",NONE,MSE,,,23745,,,590
,NONE,NONE,"M,Charpagne;H,Wang;",EXCELLENT,MSE,,,30489,,True,595
,NONE,NONE,,NONE,MSE,,,10566,,,597
,NONE,NONE,,NONE,MSE,,,10570,,,599
,NONE,NONE,"P,Shungu;",NONE,MUS,,,30557,,,090
,NONE,NONE,"L,Moorhouse;R,Spennetta;",NONE,MUS,,,75805,,,100
,NONE,NONE,"A,Carson;K,Livengood;",NONE,MUS,,,37441,,,101
,NONE,NONE,"F,Hoyos Gonzalez;K,Livengood;",OUTSTANDING,MUS,,,37445,,True,101
,NONE,NONE,"J,Lee;K,Livengood;",NONE,MUS,,,44646,,,101
,NONE,NONE,"K,Livengood;V,Rangel-Camacho;",NONE,MUS,,,48326,,,101
,NONE,NONE,"K,Livengood;M,Schreiber;",NONE,MUS,,,39962,,,101
y,NONE,2.59,"K,Livengood;V,Zheng;",EXCELLENT,MUS,zheng,,51510,,True,101
,NONE,NONE,"K,Livengood;",NONE,MUS,,,37438,,,101
,NONE,NONE,"S,Taylor;",NONE,MUS,,,30552,,,106
,NONE,NONE,"A,Carson;M,Chiu;",EXCELLENT,MUS,,,37678,,False,107
,NONE,NONE,"M,Chiu;F,Hoyos Gonzalez;",OUTSTANDING,MUS,,,37681,,True,107
,NONE,NONE,"M,Chiu;J,Lee;",EXCELLENT,MUS,,,37684,,True,107
,NONE,NONE,"M,Chiu;V,Rangel-Camacho;",EXCELLENT,MUS,,,52827,,False,107
,NONE,NONE,"M,Chiu;M,Schreiber;",EXCELLENT,MUS,,,48096,,False,107
,NONE,NONE,"M,Chiu;V,Zheng;",EXCELLENT,MUS,,,37688,,True,107
,NONE,NONE,"M,Chiu;",EXCELLENT,MUS,,,37676,,False,107
,NONE,NONE,"J,Lee;",NONE,MUS,,,60847,,,108
,NONE,NONE,"J,Siena;",NONE,MUS,,,30569,,,121
,NONE,NONE,"L,McAdow;",NONE,MUS,,,76476,,,121
,NONE,NONE,"S,Stone;",NONE,MUS,,,30574,,,123
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,73460,,True,132
,NONE,NONE,"M,Eagen-Jones;I,Nutting;",EXCELLENT,MUS,,,73461,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,73462,,True,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,73463,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,73464,,True,132
